epoch;binary_crossentropy;dice_coeff;loss;val_binary_crossentropy;val_dice_coeff;val_loss
28;0.07881405221537931;0.8415594457096084;0.07881403348072435;0.08675712775439023;0.8076675514380137;0.08675712775439023
29;0.08183968098084461;0.8424384346641446;0.08183966434842818;0.08320256558557351;0.842396096388499;0.08320256558557351
30;0.07556547137958874;0.8574137497245029;0.0755654548708334;0.0964324692885081;0.8233321468035381;0.0964324692885081
31;0.08012234256506214;0.8458649914294357;0.08012232605630679;0.08705294858664274;0.8295541763305664;0.08705294858664274
32;0.07855299423560809;0.8520115608990935;0.07855297550095315;0.08965826835483312;0.8267064154148102;0.08965826835483312
33;0.0778273209558483;0.8485086367338031;0.0778273050653984;0.08405463472008705;0.8292939980824788;0.08405463472008705
34;0.07774781012188844;0.8475049452168318;0.07774779466425234;0.08766680421928565;0.8286647895971934;0.08766680421928565
35;0.07827246611110897;0.8500423938406948;0.07827244969509944;0.08986959867179393;0.8189446151256561;0.08986959867179393
36;0.07661941199258156;0.8519658100060902;0.07661939542199567;0.09544462164243063;0.814185889561971;0.09544462164243063
37;0.0763313982991262;0.8535434858432944;0.07633138005911562;0.0844083002458016;0.8106451670328776;0.0844083002458016
38;0.0799147734308944;0.8489174792746536;0.07991475815407369;0.08918014789621036;0.8304089466730754;0.08918014789621036
39;0.07837101630093646;0.849881145964025;0.07837100102879199;0.08543413355946541;0.8267557660738627;0.08543413355946541
40;0.07768861961809927;0.8494543977298182;0.0776886041295479;0.07509280281762282;0.8402236302693685;0.07509280281762282
41;0.0767082218930929;0.8532737535559785;0.07670820408589613;0.09654575362801551;0.8244697173436483;0.09654575362801551
42;0.07631518939873243;0.8503495632860176;0.07631517406475742;0.08537778916458288;0.8304943164189657;0.08537778916458288
43;0.07729589524852784;0.8505201522740091;0.07729587598831326;0.08657554549475512;0.8328118880589803;0.08657554549475512
44;0.08182187138813166;0.8443222043425216;0.08182185512669848;0.09140327094743649;0.8210555533568065;0.09140327094743649
45;0.07557482065254227;0.8520019272056358;0.0755748019488026;0.08840556678672631;0.8283213098843892;0.08840556678672631
46;0.07461116218715289;0.8579616000048848;0.07461114728599169;0.0917334867020448;0.8153222858905792;0.0917334867020448
47;0.08515737904428941;0.8401292866691019;0.08515735833105705;0.10102962646633387;0.7996214151382446;0.10102962646633387
48;0.07402584735783303;0.8527962684136703;0.07402583505355471;0.08117955041428407;0.8388802886009217;0.08117955041428407
49;0.07678291374717015;0.850289249073915;0.07678289532166793;0.08820555576433738;0.8232267518838247;0.08820555576433738
50;0.07596886334206554;0.8530352100791773;0.07596884547303821;0.09277914681782325;0.8125453372796376;0.09277914681782325
51;0.07457026217859315;0.8528574222845655;0.07457024548434618;0.09394453968852759;0.8255869845549265;0.09394453968852759
52;0.0793942117684857;0.847617265841773;0.07939419637268015;0.0976050674294432;0.8209897935390472;0.0976050674294432
53;0.07632938925470555;0.8524154587899996;0.07632937092194914;0.08948287876943747;0.8228315234184265;0.08948287876943747
54;0.07868072704346347;0.8501509776748563;0.07868071096752194;0.08988403764863809;0.816286571820577;0.08988403764863809
55;0.07645007185792527;0.849186979388795;0.07645005371066049;0.07907601986080408;0.8290448089440664;0.07907601986080408
56;0.07835941294911491;0.8504171935354525;0.07835939582205412;0.0781136700262626;0.8438365519046783;0.0781136700262626
57;0.07890913205049119;0.8501508498893064;0.07890911351795457;0.0898401311909159;0.8212443788846334;0.0898401311909159
58;0.08649940250820144;0.8437272701025998;0.08649937956906947;0.07555369473993778;0.8377293646335602;0.07555369473993778
59;0.07541886329094404;0.8511318237949703;0.0754188484516134;0.08951479326933623;0.8245808283487955;0.08951479326933623
60;0.07762131311339461;0.8518637497890045;0.07762129369860368;0.09051519787559907;0.8095309813817342;0.09051519787559907
61;0.07671088045192458;0.8520381025258931;0.07671086264472779;0.09750768014540274;0.8105731705824534;0.09750768014540274
62;0.08008978045951282;0.8474030695020905;0.08008976116838297;0.08427782567838828;0.832196843624115;0.08427782567838828
63;0.07978215130409265;0.8478476902261315;0.07978213448618457;0.09668209049850703;0.8030014057954152;0.09668209049850703
64;0.0747170179494931;0.8565233008495505;0.07471700409945116;0.08034240050862233;0.8399809777736664;0.08034240050862233
65;0.08054838088414482;0.8431479861627476;0.08054836282962585;0.0873651190350453;0.814804897705714;0.0873651190350453
66;0.07631309995141762;0.853194176656082;0.0763130836281539;0.08612677734345198;0.8239972670873006;0.08612677734345198
67;0.07801241613151622;0.8511095554007534;0.07801239894262488;0.09628656053294739;0.822056398789088;0.09628656053294739
68;0.08129039276932284;0.8455059763306899;0.08129037644605913;0.07185923320551714;0.8410809934139252;0.07185923320551714
69;0.07396465360623672;0.855016211751091;0.0739646368501592;0.08795082525660594;0.8187203546365102;0.08795082525660594
70;0.08023986461498925;0.8457120295876784;0.08023984588033431;0.09225524055461089;0.8138876159985861;0.09225524055461089
71;0.07510975420598667;0.8501341904347368;0.07510973710984115;0.08717441645761331;0.8267290115356445;0.08717441645761331
72;0.07700690225199545;0.8511389803094983;0.07700688401198486;0.0854864303022623;0.8181071360905965;0.0854864303022623
73;0.07739497223459339;0.8524286920104284;0.07739495739526274;0.09110470817734798;0.8351278881231944;0.09110470817734798
74;0.07834396185160178;0.8475253826849688;0.0783439446008799;0.08658181559294462;0.8015504638353984;0.08658181559294462
75;0.07452233183618898;0.8553946562327784;0.07452231378167003;0.0875046110401551;0.8204900523026785;0.0875046110401551
76;0.07749062421039922;0.8517114223286324;0.07749060417730284;0.08493470257769029;0.8230394025643667;0.08493470257769029
77;0.07659921895305649;0.850450782966213;0.07659919985703059;0.08833045934637387;0.8312205215295155;0.08833045934637387
78;0.0785983230192137;0.8496830930848339;0.0785983043463893;0.09189915830890337;0.8135763327280681;0.09189915830890337
79;0.07741724121620051;0.8530904405839216;0.0774172239036481;0.09177391603589058;0.8371039946873983;0.09177391603589058
80;0.07624297487043247;0.8525262123816241;0.07624295706323568;0.0853572754189372;0.8292952160040538;0.0853572754189372
81;0.08007602923824085;0.8475502506825934;0.08007600815402521;0.08838205393403768;0.8180696229139964;0.08838205393403768
82;0.0750012708155446;0.8512310487106133;0.07500125449228089;0.08406305350363255;0.8401986062526703;0.08406305350363255
83;0.07764825214828941;0.8544594947233239;0.07764823276441374;0.09909616106500228;0.809695287545522;0.09909616106500228
84;0.08338799884086823;0.842236703856852;0.08338797874594131;0.08725662355621656;0.8357491870721181;0.08725662355621656
85;0.07990623049097932;0.8487162906599243;0.07990621187998546;0.0838328097636501;0.8197668055693309;0.0838328097636501
86;0.07726387432254696;0.8494172529066252;0.07726385577338366;0.09014118382086357;0.8281871835390727;0.09014118382086357
87;0.07599812282318891;0.851854340664084;0.07599810668541683;0.09004189372062683;0.8250686883926391;0.09004189372062683
88;0.07636824999916603;0.8527360373018193;0.07636823243929143;0.08884217652181785;0.8099763770898183;0.08884217652181785
89;0.08064351291144538;0.8486064820863399;0.08064349312567118;0.08751337490975857;0.8313043852647145;0.08751337490975857
90;0.07739374785069608;0.8483233850031967;0.07739372809583715;0.0905355508128802;0.812503578265508;0.0905355508128802
91;0.07183226491653079;0.8550492206055099;0.07183224778946999;0.09536176162461439;0.8128747324148814;0.09536176162461439
92;0.08163435495926137;0.846611640512696;0.08163433542080935;0.08495162986218929;0.8203444023927052;0.08495162986218929
93;0.07883021005147225;0.8478681113710047;0.07883019440834453;0.09082818627357483;0.8385868569215139;0.09082818627357483
94;0.07680036464543757;0.850982402617506;0.07680034955878476;0.0755062843983372;0.8370771249135335;0.0755062843983372
95;0.07675530616178552;0.8505697349295082;0.07675529002401343;0.09231315180659294;0.8234280228614808;0.09231315180659294
96;0.07843189013480138;0.8498517329953298;0.0784318749832005;0.0951962203408281;0.8168520291646322;0.0951962203408281
97;0.07825610820683206;0.8502692112784168;0.07825609095611018;0.0866574643800656;0.8192127068837484;0.0866574643800656
98;0.07807535817266995;0.8486301656580565;0.07807534178757569;0.07956843574841817;0.8415098051230113;0.07956843574841817
99;0.07885894876483565;0.8440526483959182;0.07885892795885747;0.08018047418445348;0.8295788625876109;0.08018047418445348
100;0.07778292729739579;0.8523355754579252;0.07778291196342078;0.09333593994379044;0.8159530560175577;0.09333593994379044
101;0.07578550684130538;0.8512195759294439;0.07578548909593914;0.09220107899357875;0.8280013899008433;0.09220107899357875
102;0.07844067273731054;0.848097360727698;0.07844065301336688;0.08393803021560113;0.825249030192693;0.08393803021560113
103;0.0746809955207144;0.8554253795829552;0.07468097888829797;0.09709572767217954;0.8074183026949565;0.09709572767217954
104;0.08024107191819868;0.8481471775972992;0.08024105299805209;0.09248891131331523;0.8107776165008544;0.09248891131331523
105;0.0791645807627573;0.8476918245746882;0.0791645611006442;0.08135313981523117;0.8388505697250366;0.08135313981523117
106;0.07456123559925071;0.8556024860049679;0.07456122026527572;0.08443141592045625;0.824114187558492;0.08443141592045625
107;0.08326160277073809;0.8403896113154304;0.08326158564367729;0.09677768132338921;0.8024782637755076;0.09677768132338921
108;0.07375434490840464;0.8575910789837976;0.0737543289561242;0.089190263984104;0.8186840176582336;0.089190263984104
109;0.07533520036589555;0.8504936682732768;0.07533518521741218;0.09350689904143412;0.8253188510735829;0.09350689904143412
110;0.07740237334302599;0.8501131277361351;0.07740235473203214;0.08546820096671581;0.8239603936672211;0.08546820096671581
111;0.0799176951414322;0.8465862274169922;0.07991767850901577;0.09082262242833773;0.8223613997300466;0.09082262242833773
112;0.07608725656117642;0.8501268251802911;0.07608723720821602;0.08626225652794044;0.8305250922838847;0.08626225652794044
113;0.07815248120375194;0.8508983830693352;0.07815246308740244;0.08899206692973773;0.8176283657550811;0.08899206692973773
114;0.07885322395202035;0.8494341212684188;0.07885320775241772;0.0915181115269661;0.8206548233826955;0.0915181115269661
115;0.07814106464135546;0.8506755969103645;0.07814104936453474;0.0854629432161649;0.816594143708547;0.0854629432161649
116;0.08853691661753595;0.8439636173584649;0.08853689911949189;0.08605294860899448;0.8274645447731018;0.08605294860899448
117;0.07810795620949436;0.8488843727903247;0.07810793583633;0.09634499618162712;0.8141789813836415;0.09634499618162712
118;0.07686634760550938;0.8533749862330583;0.0768663301383806;0.08665244498600562;0.8397425830364227;0.08665244498600562
119;0.07474948213864659;0.8522349974426491;0.0747494644551109;0.09449276340504488;0.8165749251842499;0.09449276340504488
120;0.07827657433342637;0.8490153002046451;0.07827655773192521;0.07309151521573463;0.8487307965755463;0.07309151521573463
121;0.07539136324433371;0.8522591355925279;0.07539134778669761;0.09950505377103885;0.7914616207281748;0.09950505377103885
122;0.08042143844840932;0.8467024760127562;0.08042141878629622;0.09250140103201071;0.8339028298854828;0.09250140103201071
123;0.07696870382086865;0.8443402234944071;0.07696868910519909;0.09442902710288763;0.8042511860529582;0.09442902710288763
124;0.07695640266498095;0.8508578553733984;0.07695638355934274;0.08470864575356245;0.8296849270661671;0.08470864575356245
125;0.07762021710516506;0.8510002241589716;0.07762020164752897;0.0851349700242281;0.8411682705084483;0.0851349700242281
126;0.07486276730462228;0.8549202858659737;0.07486275330000398;0.08892588907231887;0.8203057070573171;0.08892588907231887
127;0.07963040789504269;0.8447002120532435;0.07963038943862519;0.08939546253532171;0.8177750627199809;0.08939546253532171
128;0.07892244551871822;0.8508637411465784;0.07892242817525053;0.08932832529147466;0.8250552137692769;0.08932832529147466
129;0.07545881715305613;0.8517300958949995;0.0754588020664033;0.09148428104817867;0.8149778644243876;0.09148428104817867
130;0.0824532197224154;0.8428914316956928;0.08245319801989433;0.08916577200094859;0.8207047482331594;0.08916577200094859
131;0.07296123321620261;0.8583543686451259;0.07296121744941379;0.09012907358507315;0.8241138478120168;0.09012907358507315
132;0.0786623647165991;0.847430292254167;0.07866234437435;0.08146617611249288;0.8283441245555878;0.08146617611249288
133;0.07620292813884272;0.8508324496973599;0.0762029108262903;0.0952207721148928;0.8054333289464315;0.0952207721148928
134;0.07844162967318816;0.8484775218726194;0.07844161186599138;0.09565872879077991;0.8043608844280243;0.09565872879077991
135;0.07963491296943497;0.8478143357930064;0.07963489706651504;0.08784574214369059;0.8240561604499816;0.08784574214369059
136;0.07617119380516382;0.8510040220383291;0.07617117636895031;0.08468372722466787;0.8375141481558482;0.08468372722466787
137;0.0767489096373938;0.8513752575731871;0.07674889244850246;0.08990604039281606;0.8218269805113475;0.08990604039281606
138;0.07624339466891349;0.8501912377681969;0.07624337884029413;0.08904613194366297;0.8267201562722524;0.08904613194366297
139;0.07728425243336136;0.8519256181736705;0.0772842364810809;0.08547264002263547;0.8294146597385407;0.08547264002263547
140;0.07846684876010131;0.850296138233169;0.07846682841785221;0.08622153388957182;0.8206344862778981;0.08622153388957182
141;0.07559022295029826;0.8522114098319374;0.07559020681252618;0.08726115468889475;0.8381055474281311;0.08726115468889475
142;0.07634039634367243;0.8498307182086454;0.07634038066962942;0.09519830625504255;0.8111326197783152;0.09519830625504255
143;0.07929109332163305;0.847170319547297;0.07929107532894462;0.09406792782247067;0.8122089505195618;0.09406792782247067
144;0.07267646309127451;0.8569427347776801;0.07267644670618026;0.0865197195361058;0.8237937966982524;0.0865197195361058
145;0.08191951419926283;0.8444713235396073;0.08191949524820098;0.08776109392444292;0.8246159434318543;0.08776109392444292
146;0.07797452186802363;0.8476366267164713;0.07797450307153815;0.07505526343981425;0.8393509387969971;0.07505526343981425
147;0.07644135857395117;0.8526425247865099;0.07644133983929623;0.08745590019971132;0.8257875303427379;0.08745590019971132
148;0.07917839599410033;0.8474537826672629;0.07917837868154791;0.09961445449541012;0.7947782834370931;0.09961445449541012
149;0.07271320354270737;0.8548995864836507;0.07271318789957965;0.0793745648736755;0.8449458221594492;0.0793745648736755
150;0.07942471807799399;0.8504233137700568;0.07942469810672816;0.08907682541757822;0.8212855140368144;0.08907682541757822
151;0.07983973248247289;0.8480363146892722;0.07983971541724265;0.08258796781301499;0.8313992162545522;0.08258796781301499
152;0.07689618442934083;0.8489794595112939;0.07689616798241604;0.091659764200449;0.8217292626698812;0.091659764200449
153;0.07621788766807046;0.8531176991977137;0.07621786936622932;0.08495998401194811;0.8219723920027415;0.08495998401194811
154;0.07581379345986021;0.8517996175449436;0.07581377705606092;0.08815118024746577;0.8296738803386688;0.08815118024746577
155;0.07772741881025283;0.8498025613207045;0.0777274027343113;0.08595151752233506;0.833679078022639;0.08595151752233506
156;0.07944449454669636;0.8445636197244478;0.07944447890356864;0.09656068912396829;0.8181931336720785;0.09656068912396829
157;0.07772115335115753;0.8537729511122486;0.0777211356057913;0.08337135420491298;0.83392187555631;0.08337135420491298
158;0.07849686339312074;0.8471704615102269;0.07849684762633193;0.08533596446116766;0.827122167746226;0.08533596446116766
159;0.07464106600437916;0.8548395957689562;0.07464104887731837;0.09308954837421576;0.8148855249087016;0.09308954837421576
160;0.07854836047684997;0.8439732935913371;0.07854834294789065;0.08461352909604708;0.8280488709608714;0.08461352909604708
161;0.07644809729949073;0.8554585007216425;0.0764480818727699;0.08950539535532395;0.8192091107368469;0.08950539535532395
162;0.07732872024982303;0.8471304670409048;0.07732870213347352;0.0891305102656285;0.8142938137054443;0.0891305102656285
163;0.07359362662580499;0.8547624765095374;0.07359361209562705;0.098171477081875;0.8305587689081828;0.098171477081875
164;0.07789267543935183;0.8487085709927983;0.07789265738483286;0.08790210075676441;0.8072622656822205;0.08790210075676441
165;0.07951211045144504;0.8498755376863282;0.07951209412818133;0.08508236768345039;0.8259193460146587;0.08508236768345039
166;0.07496710010336642;0.852225018982076;0.07496708433657762;0.09996676029016574;0.816434238354365;0.09996676029016574
167;0.07808153071591468;0.8520006124409403;0.07808151349610808;0.08501990487178167;0.8184171259403229;0.08501990487178167
168;0.07862930849225441;0.8482682353728045;0.0786292893866162;0.08548196963965893;0.8317786117394765;0.08548196963965893
169;0.07740605984238669;0.8505988237274138;0.07740604351912296;0.08971145761509737;0.8240161637465159;0.08971145761509737
170;0.07851838034527431;0.8487809006109277;0.07851836414567168;0.08802952164163193;0.8309431374073029;0.08802952164163193
171;0.07306151061137188;0.8519184940583479;0.07306149700865211;0.08646238266179959;0.8408639033635458;0.08646238266179959
172;0.07679153209034338;0.8523198677791105;0.07679151369575643;0.08700218393156926;0.824636987845103;0.08700218393156926
173;0.07635249883061697;0.8519578045155821;0.07635248317813673;0.09640894563247761;0.8067930777867635;0.09640894563247761
174;0.08616491745678222;0.8452309402192777;0.08616489810382182;0.0930524468421936;0.8099346876144409;0.0930524468421936
175;0.07892297832797672;0.8489156949074931;0.07892295817121925;0.08018709706763426;0.8323301255702973;0.08018709706763426
176;0.07721791864678078;0.8489378557165629;0.07721789991212584;0.08905024075259765;0.822716748714447;0.08905024075259765
177;0.07977263918494287;0.8475826256502713;0.07977261927550759;0.09294018453607956;0.8228340009848277;0.09294018453607956
178;0.07482430530534245;0.8540631060283709;0.0748242878072984;0.08131017939498027;0.828190541267395;0.08131017939498027
179;0.07638393824773211;0.8524603623572227;0.07638392316107928;0.08768510892987251;0.8229845603307088;0.08768510892987251
180;0.07878923490334348;0.8488641888274197;0.07878921827092705;0.08082146216183901;0.8415775100390116;0.08082146216183901
181;0.0755437767805524;0.850106511620565;0.07554376225037446;0.09637964349240065;0.8040705263614655;0.09637964349240065
182;0.08014921330812066;0.8459048483876271;0.08014919444980463;0.0837704261764884;0.8290858169396719;0.0837704261764884
183;0.07684083086635562;0.8523827974232401;0.07684081194620904;0.07509036647776762;0.8429137210051219;0.07509036647776762
184;0.0763480667318546;0.8545509025269029;0.07634804997577707;0.10746335871517658;0.790829885005951;0.10746335871517658
185;0.0782029788894772;0.8477370511446751;0.07820296293719675;0.08418209999799728;0.8318032920360565;0.08418209999799728
186;0.07589851790474905;0.8514443250117955;0.07589850009755228;0.08816669018318256;0.828390218814214;0.08816669018318256
187;0.08062157428270801;0.845580841495783;0.08062155771212212;0.0892567331592242;0.8238584677378337;0.0892567331592242
188;0.08112707947423349;0.845864962492741;0.08112706225442688;0.07939020246267318;0.8448653399944306;0.07939020246267318
189;0.07779249595284957;0.84972267230022;0.07779247839297497;0.09314940844972928;0.8215022404988607;0.09314940844972928
190;0.07833675594992658;0.8481170253140303;0.07833673653513563;0.08624560075501601;0.8157254536946614;0.08624560075501601
191;0.07748896702814893;0.8511088821897863;0.0774889503957325;0.09048504680395127;0.8223294734954834;0.09048504680395127
192;0.0769867545681623;0.8529461006405937;0.07698673821398332;0.08724755278478066;0.8323722004890441;0.08724755278478066
193;0.07981308036241211;0.8496861480364278;0.0798130616733507;0.09417445460955302;0.8109810094038645;0.09417445460955302
194;0.07571289073134854;0.8515450125907962;0.07571287428442373;0.09097100427995125;0.8120416641235352;0.09097100427995125
195;0.07908149174882169;0.8490610229029201;0.07908147338515001;0.08342440736790498;0.8333067774772644;0.08342440736790498
196;0.07881029528329976;0.8481570556450682;0.0788102783417306;0.08635802585631609;0.8247867524623871;0.08635802585631609
197;0.07506045903160365;0.8502311377604472;0.07506043912216835;0.08886868469417095;0.8147898256778717;0.08886868469417095
198;0.07709235781455931;0.8487779292822873;0.07709234121305814;0.08784269286940495;0.832412987947464;0.08784269286940495
199;0.07794455278092895;0.8520391044280341;0.07794453392261291;0.0812740394845605;0.822636216878891;0.0812740394845605
