epoch;dice_coeff;loss;my_bce_loss;my_dice_loss;val_dice_coeff;val_loss;val_my_bce_loss;val_my_dice_loss
0;0.2606434135763477;1.600612159091902;0.6476773983215396;1.0183076762064858;0.31752387632926304;1.356148362159729;0.5156799604495367;0.9136728584766388
1;0.36041217498264866;1.3098850329387237;0.528181742583073;0.8433134956478578;0.34661994526783624;1.276686720053355;0.5588892678419749;0.7967361489931742
2;0.5216922572044911;0.9157505580745792;0.40113601944876903;0.5779357273672626;0.6283971498409907;0.7078708628813426;0.27258472740650175;0.5097943375507991
3;0.7193074120030858;0.5538720083558213;0.2548012235105285;0.3475112273238012;0.7006992737452189;0.5980146293838818;0.2795446187257767;0.3852410132686297
4;0.7395436941835396;0.5173771266373361;0.23548045704968243;0.32890243426398125;0.7215172906716665;0.55464512805144;0.27521620504558086;0.3384650041659673
5;0.7508769433528061;0.49944363985813506;0.2275549848544647;0.3147022620276297;0.7259208917617798;0.5112945636113485;0.2422697428613901;0.3234607105453809
6;0.7937295914190934;0.428299582103476;0.1957813565043493;0.2757338746702028;0.7399407456318537;0.5181473399202029;0.2432249805579583;0.3325212503472964
7;0.7875055927953285;0.42420582405264445;0.18979536417361612;0.2792733392032845;0.7867996235688527;0.4202148213982582;0.1875614233314991;0.2937873870134354
8;0.8097542076684627;0.3959523345424921;0.18064494239344142;0.2566805476964262;0.7819662610689799;0.4235889861981074;0.20627868237594763;0.2684654970963796
9;0.8028185797924817;0.391032421737291;0.18193022616176685;0.25282411258744997;0.781529571612676;0.4692114094893138;0.21780379389723142;0.3251521011193593
10;0.8132936012200794;0.38627190832280517;0.1762944125411916;0.25176845892831;0.815426645676295;0.40237886011600493;0.19150814103583494;0.27132174124320346
11;0.8435224054759963;0.3309269762632758;0.1520432302442329;0.21699704545167472;0.8298202792803446;0.37658410767714184;0.1781868390738964;0.257866163055102
12;0.8207282367088983;0.364708233485578;0.17004895306103457;0.23589739614626185;0.809613033135732;0.3898367866873741;0.19618582129478454;0.24188953960935275
13;0.8452641761154555;0.3249093391217631;0.1475125405612823;0.21448842643207533;0.8305454711119334;0.34972912520170213;0.1655652943998575;0.23200725615024567
14;0.8370530026582267;0.33907452785251546;0.15565015520915945;0.22291095168387742;0.8163960417111714;0.3631778672337532;0.16834661439061166;0.246242942661047
