epoch;dice_coeff;loss;val_dice_coeff;val_loss
0;0.534119681745279;0.46588031581190764;0.7036836226781209;0.29631637732187904
1;0.7833548725628462;0.2166451274371538;0.6888878921667735;0.311112109820048
2;0.8188231763292532;0.18117682367074686;0.7276597837607066;0.2723402182261149
3;0.8490926291121811;0.1509073708878189;0.7609043757120768;0.23909562428792316
4;0.8516422744657173;0.14835772553428275;0.7835116108258565;0.21648838917414348
5;0.8499646001174802;0.15003539988251982;0.793301006158193;0.20669899384180704
6;0.8670123581026421;0.13298764189735787;0.7547560811042786;0.24524391889572145
7;0.8646192765626751;0.1353807234373249;0.7816964745521545;0.21830352544784545
8;0.8735904146413334;0.1264095853586666;0.7824991186459859;0.21750088135401408
9;0.888146804004419;0.11185319599558095;0.8064659575621287;0.1935340404510498
10;0.8920381655458545;0.10796183445414559;0.8409923513730367;0.1590076486269633
11;0.8977788755151092;0.10222112448489079;0.8438372254371643;0.1561627745628357
12;0.9020993240544053;0.09790067594559466;0.8335401535034179;0.16645984649658202
13;0.9037632180041955;0.09623678199580459;0.8319759448369344;0.1680240551630656
14;0.9055410955773026;0.09445890442269747;0.8303203145662944;0.16967968543370565
15;0.9060387357336576;0.09396126426634241;0.8323903838793437;0.16760961612065634
16;0.9048424714901409;0.09515752850985917;0.8492860237757365;0.1507139762242635
17;0.9092698556477906;0.09073014435220937;0.8007397492726643;0.1992602507273356
18;0.9086558711333353;0.0913441288666647;0.8316881060600281;0.16831189393997192
19;0.9074857655118723;0.09251423448812766;0.8395242055257162;0.16047579447428387
20;0.9014984554931765;0.09850154450682343;0.8338188926378886;0.16618110736211142
21;0.905387065449699;0.09461293455030097;0.8303635617097219;0.16963644027709962
22;0.9062829330319264;0.09371706696807361;0.8554036279519399;0.1445963700612386
23;0.9065916078989623;0.0934083921010377;0.8434497753779093;0.15655022462209064
24;0.9075673154143037;0.09243268458569637;0.8344458162784576;0.16555418173472086
25;0.9063096407984124;0.09369035920158761;0.8439522504806518;0.15604774951934813
26;0.9073300000096931;0.09266999999030692;0.8681063691775004;0.13189363082249958
27;0.9078532848201815;0.09214671517981858;0.8338073650995891;0.16619263490041097
28;0.90595778480905;0.09404221519094999;0.8599068840344747;0.14009311596552532
29;0.9075421749568376;0.09245782504316236;0.8716634154319763;0.1283365845680237
30;0.9057824103558649;0.09421758964413503;0.8311369518438975;0.168863050142924
31;0.9065091160477184;0.09349088395228151;0.8221485495567322;0.17785145044326783
32;0.9081732425533358;0.09182675744666428;0.8114942530790965;0.188505748907725
