epoch;dice_coeff;loss;my_bce_loss;my_dice_loss;val_dice_coeff;val_loss;val_my_bce_loss;val_my_dice_loss
0;0.3826576961026647;1.3116204634741628;0.5564984873370016;0.8077205459111954;0.5182333568731944;0.9219365954399109;0.44270829757054647;0.5435494055350621
0;0.3850366661162792;1.315918569248247;0.5712426468049837;0.7994193083517779;0.5379555324713389;0.9018835286299388;0.4374952514966329;0.526789062221845
1;0.5786954029714418;0.8309026362985001;0.37674856086984215;0.4979231936308358;0.6086146980524063;0.837666592001915;0.4430629144112269;0.4559923529624939
2;0.6035963262265154;0.7624366548051478;0.349467478970769;0.45730328127061676;0.5950134098529816;0.7947123070557912;0.36142067859570187;0.5038044651349386
3;0.6343328492770056;0.7028051060759675;0.3168728852420427;0.4290239329901968;0.6110122929016749;0.7696231186389924;0.3777463972568512;0.45191025286912917
4;0.6449493570446474;0.6795282643365662;0.30594065414424754;0.4165062754727993;0.6289134462674458;0.7483280489842097;0.3752796565492948;0.4388621225953102
5;0.6821451330580652;0.6218691765025444;0.2904221568859464;0.37246671059319586;0.6854716221491496;0.6484005560477575;0.31132398595412575;0.38766661286354065
6;0.7159715183542972;0.5610805841402394;0.2639569227749876;0.33720861814328745;0.660298232237498;0.6596125453710556;0.332499506821235;0.38049568285544716
7;0.7021415211353065;0.564832195948763;0.2619527424395826;0.34325371775389707;0.6659388542175293;0.6629786322514216;0.3187074035406113;0.4013330762585004
8;0.7176157176741921;0.5540252928911897;0.2616067149085128;0.33052221039518775;0.46844283044338225;1.2789382060368857;0.8587468236684799;0.4977224737405777
9;0.6492942769497757;0.6953189165265728;0.32790976020805074;0.4113533448628865;0.6688054362932842;0.6810077468554179;0.33251772200067836;0.39744459638992946
10;0.6464125447253468;0.6525464913657097;0.29861486143591;0.39898898715300185;0.6548427820205689;0.6637910733620326;0.3393967422346274;0.37849088857571284
11;0.7147019265598281;0.5382433679588603;0.25330874231099093;0.32340463117939805;0.6693578004837036;0.7116636584202448;0.3319675219555696;0.4331439430514971
12;0.7381273253330056;0.5076388453299574;0.23966349723180794;0.3060258977517053;0.7362195432186127;0.49998052914937335;0.23937256907423338;0.30501672377189
13;0.7129321701793749;0.5410810623673482;0.2522806566038567;0.3264697370316478;0.6775491625070572;0.5963742196559906;0.29267379492521284;0.35481539169947307
14;0.6756005339108068;0.5951126679097963;0.27905678000934886;0.3561779179019057;0.6479400515556335;0.6500973910093307;0.3135968178510666;0.3926689073443413
15;0.762334988819613;0.4601467840404431;0.21289614652944303;0.28153072303756144;0.7463632464408875;0.5242355833450953;0.2681162136296431;0.30107736388842266
16;0.7712637391327822;0.4643860820418077;0.21216279942217703;0.28574278344751886;0.728988254070282;0.5169292544325192;0.2508549552410841;0.3123429238796234
17;0.7809067267105293;0.4370345829433425;0.19999635318502845;0.2720725705762127;0.7383435249328614;0.5075263475378354;0.25375760942697523;0.29725262671709063
18;0.7938243840739935;0.4180240025164181;0.19063077706271683;0.2616109761459699;0.7366945246855418;0.5209847738345464;0.2529530841857195;0.3166249364614487
