epoch;dice_coeff;loss;my_bce_loss;my_dice_loss;val_dice_coeff;val_loss;val_my_bce_loss;val_my_dice_loss
0;0.26253787888778196;1.629340904876899;0.6518244405752396;1.0377866469972856;0.3696426669756571;1.1958224892616272;0.4138221383094788;0.8416818976402283
1;0.44754006605425317;1.1431521756025766;0.4152735165045964;0.7665391455547443;0.39927317202091217;1.1340069691340129;0.4158365378777186;0.784279853105545
2;0.6499515828749945;0.6920047064787125;0.2774522186747725;0.46521006326705094;0.7392863988876343;0.5831752876440685;0.23105823894341787;0.42257533272107445
3;0.7789755275635304;0.458806437822793;0.20168481660519894;0.2998966152984572;0.7700798233350118;0.46843469391266507;0.22141507131357988;0.3013706917564074
4;0.8023988169258561;0.41393525409995274;0.18275440827444875;0.2728184628536098;0.7712922056516012;0.44995661328236264;0.2088180993994077;0.2942984774708748
5;0.7701071359804557;0.4658708698522006;0.2070449980215413;0.2995845588905683;0.7516634662946066;0.4813399016857147;0.22886192363997301;0.3014611383279165
6;0.7586699105891944;0.5094117626115;0.22559892005940196;0.32713095305866224;0.7256690641244252;0.5560900588830312;0.2567514623204867;0.3577704985936483
7;0.7901941129775463;0.4207450485328421;0.18421793923833063;0.2788521598607178;0.7984786053498586;0.4187830915053686;0.18980571155746778;0.28737331330776217
8;0.837769857580731;0.3471260778142209;0.15448538260341185;0.22875680480755217;0.801722784837087;0.4051071892182032;0.20551709793508052;0.24994871839880944
9;0.8433049296442404;0.32804333842146943;0.14801463614608243;0.21701718353631586;0.8041866461435954;0.4647355407476425;0.207110200325648;0.33123979419469834
10;0.8391020112512517;0.34237870635828044;0.15357033729058578;0.22644158270349146;0.8460492034753163;0.35170274823904035;0.17258640813330808;0.23115051835775374
11;0.864978636696131;0.29157218176299604;0.13154320734170463;0.19591646854808223;0.8467725038528442;0.3484314421812693;0.1670083336532116;0.23395695736010869
12;0.8581595158675894;0.30460195030043236;0.13829614457005782;0.20305921137332916;0.8542909761269887;0.3166135092576345;0.15045840218663215;0.21268605291843415
13;0.8655932570394144;0.28979277558222843;0.13068820764909642;0.1938524731276441;0.8460504651069641;0.3200664445757866;0.15839985236525536;0.20331280902028084
14;0.8655793889429559;0.28996631212501606;0.13028808596594205;0.1946034662394603;0.8363048354784648;0.3358882158994675;0.15429371719559035;0.2302523801724116
