epoch;dice_coeff;loss;val_dice_coeff;val_loss
0;0.5705513406361713;1.1982621443076211;0.6281038026014963;0.9444186528523763
1;0.6954606424589627;0.6525002722857428;0.6114699045817057;0.6946174422899882
2;0.7396196879324366;0.5183617117219284;0.6554604947566987;0.6756335725386937
3;0.7691131146227728;0.44010631874447964;0.7355272014935811;0.5788846413294474
4;0.7726517432048673;0.4328434773888744;0.7520925382773082;0.5138350869218509
5;0.7839420462240938;0.4163375389380533;0.697528317819039;0.5765992532173793
6;0.8020928570481597;0.3778014336941672;0.7079868738849958;0.7006334826350212
7;0.8043770008399839;0.3622452703411462;0.7910705645879109;0.3886504828929901
8;0.8081103270171118;0.35562063191757826;0.6202670569221179;0.7644804194569588
9;0.8263342981455756;0.31973648492674356;0.7503520973026753;0.5131701216101646
10;0.8316672224490369;0.3057503755219647;0.804770196788013;0.45141020566225054
11;0.8378598709575465;0.2950585605423959;0.7199839558452368;0.5662816375494003
12;0.842866882926128;0.294703480100534;0.7644447892904281;0.5000439355770747
13;0.846061041120623;0.28486198480011987;0.7531229237715403;0.5080723876754443
14;0.8436435094622315;0.2895647986013381;0.7726535063236952;0.4801448494195938
15;0.8434250799358868;0.2899000300247161;0.7597062543034554;0.506485539674759
16;0.8438231749612777;0.29011350528138585;0.7741734452545643;0.4937755619486173
17;0.8415343101884498;0.2906263233696828;0.7515620884795984;0.5163025031487147
18;0.8452081631441586;0.28896309081159655;0.7592359248548746;0.5070815881093343
19;0.8439274889523866;0.29299891239306963;0.7910466237614552;0.48916078805923463
20;0.8448998439507406;0.28812838962576426;0.7634142736593882;0.4965127636988958
21;0.8435278920853724;0.2904841777731161;0.7592201307415962;0.5070987274249394
22;0.8425184483410882;0.2901579470175212;0.7906019384662311;0.4722751925388972
23;0.8435280713878694;0.29315594351682506;0.7455035736163457;0.5233927751580875
24;0.8416463617907196;0.2903566485057112;0.7592201465119918;0.5070987140138944
25;0.8426276254849355;0.28625932128214443;0.7339444056153297;0.6254262397686641
26;0.8456632841805942;0.2918599592979814;0.7658515493075053;0.4104202439387639
27;0.8423565230408653;0.2904430124603334;0.759220152720809;0.5070987115303676
28;0.8419662337811267;0.2953430566875661;0.7557146764049928;0.5008526374896367
29;0.8454592008082593;0.2863692841568931;0.7546758250643809;0.5078911046187083
30;0.8453287213552193;0.29006405077019676;0.759220152720809;0.5070987115303676
31;0.8460375124313793;0.28796294551403795;0.7793406546115875;0.4207247257232666
32;0.8395277882208589;0.2945834614458631;0.7383982253571352;0.6158475349346797
33;0.8420917465061438;0.29186112910020545;0.759220152720809;0.5070987115303676
34;0.841199907611628;0.29013282598042095;0.7632795727501313;0.5082935611406962
35;0.8432388794226725;0.2922362144120404;0.7856816589832306;0.38383374412854515
36;0.8453020101687947;0.28725391382076704;0.759220152720809;0.5070987115303676
37;0.8423112958181099;0.2903621798289604;0.7830877820650737;0.3845348586638769
38;0.8432108114977352;0.2912001861412017;0.7414863400161267;0.6198489526907603
39;0.8417164282720597;0.2925736029617122;0.759220152720809;0.5070987115303676
40;0.8469411628168138;0.2901038622758428;0.7786268727233012;0.48977216680844626
