epoch;dice_coeff;loss;my_bce_loss;my_dice_loss;val_dice_coeff;val_loss;val_my_bce_loss;val_my_dice_loss
0;0.25827857110015584;1.601914308377816;0.6452186907722742;1.0218582506991025;0.311148834725221;1.3631354252497354;0.5365559806426367;0.9011812031269073
1;0.3726086794588081;1.2089289105284757;0.4503117940732552;0.8193889992365698;0.45953503201405205;1.0829893211523691;0.4828194613258044;0.6922402968009312
2;0.5911578681953715;0.7710574380589719;0.3501520115433887;0.4804330013104989;0.6840398818254471;0.6647055387496948;0.2708103542526563;0.48568061242500943
3;0.73440093741872;0.5239076079545674;0.24654396127182912;0.32265526111937165;0.7336050570011139;0.4985781783858935;0.2461344172557195;0.3114683518807093
4;0.7795735859771982;0.4440575013269527;0.206665884904347;0.28060642713333067;0.7284336149692535;0.532528908054034;0.2761778704822063;0.3124022309978803
5;0.7488703636212962;0.49786711901549974;0.23094533581704024;0.3091849862787239;0.7331165830294292;0.4842016259829203;0.23829065610965092;0.2989835202693939
6;0.7952868879088723;0.4182069158158362;0.19454229249004507;0.26570792428190776;0.7550163586934407;0.48520974069833755;0.23462969002624354;0.3082583546638489
7;0.786291665308703;0.41974890207353965;0.19381554492776323;0.26897913384487027;0.7731301943461101;0.4240408500035604;0.19729130441943804;0.28378620197375615
8;0.8242696266451317;0.3641817634036432;0.16803289758219264;0.23386399342806014;0.7954538245995839;0.3983898195127646;0.20393928500513236;0.24287478749950728
9;0.8113406860729471;0.3748255963147428;0.17291626142515681;0.2411320031431206;0.8086390137672425;0.40153845796982446;0.19018675064047177;0.26872459004322685
10;0.8219309696518039;0.366690190748555;0.16867856403109444;0.2367778575024664;0.8055137515068054;0.41387452483177184;0.19180739298462868;0.28269034971793494
11;0.8606958483264654;0.2982478020596801;0.13770001304347484;0.19609599464661848;0.853825185696284;0.3225623622536659;0.1529901367922624;0.21698740472396214
12;0.8409214593562843;0.327103417073048;0.15413287057854327;0.21003317421773657;0.8400418599446614;0.3306549039979776;0.16917876129349071;0.2045952988167604
13;0.8081326064232474;0.3933635334256279;0.18599291886222313;0.2451802565101766;0.8245786110560099;0.3660167415936788;0.18551055441300074;0.22528057396411896
14;0.8358750350742419;0.3364944827754468;0.1560928924898018;0.21830867669889045;0.8284231026967367;0.33883590598901114;0.16086836432417234;0.22524031450351079
15;0.8628500000075185;0.283393433108864;0.1288151587688082;0.18747171895632606;0.8560944497585297;0.3105828627943993;0.1449119987587134;0.20948338285088539
16;0.869868615850868;0.28351632935377574;0.13005387820148864;0.18644653093765384;0.8359114607175191;0.3101338711877664;0.14817784478267035;0.20216353212793667
17;0.8644456680384909;0.2785116892879929;0.1273265082188167;0.18543916211088662;0.8481986204783122;0.2987532300253709;0.13960732966661454;0.20105245759089788
18;0.8704889468632299;0.26842425374074597;0.12270969483243974;0.17876703882613124;0.860375851392746;0.2979107066988945;0.14841984783609707;0.18975370799501737
19;0.8796075620070225;0.25512590973066684;0.11654472161679208;0.17101080102079055;0.8628921429316203;0.2777032874524593;0.1242204229036967;0.1950038234392802
20;0.8883002776327964;0.23647523229300235;0.10451139752362773;0.1636782510522985;0.8612600465615591;0.2921645055214564;0.13948099687695503;0.19455701087911922
21;0.8896983537931166;0.23598541987140148;0.10557368366797436;0.16084166498723365;0.89143634835879;0.2280040055513382;0.1111935862650474;0.15208963702122372
22;0.8911635356325331;0.23865650229434254;0.10710940199336076;0.16194000660878494;0.8801480829715729;0.26119529232382777;0.12619989725450675;0.17213994537790617
23;0.8879670673880834;0.24016202188626365;0.1085691145346867;0.16281441929924043;0.8687934100627899;0.2671030849218369;0.12529213453332583;0.1791312965253989
24;0.8920065921371904;0.22886218458290417;0.1006860631320981;0.15823341306314428;0.8671736816565195;0.27579857086141907;0.13301932625472546;0.1809019222855568
25;0.8897777667184094;0.2348038263588031;0.10548537833562036;0.16047463012681462;0.8735075612862905;0.2740532865126928;0.1318042617291212;0.1826190029581388
26;0.894579409811012;0.2323737339854735;0.10272218930028781;0.15850698026631382;0.8684405505657196;0.2791498792668184;0.13524379258354505;0.18303807352979978
27;0.8959679343888374;0.22918493742764737;0.10286071256606906;0.15635198700972117;0.8731225033601125;0.27216328407327334;0.13301230433086556;0.1773447498679161
28;0.8851655353154384;0.23949561045501241;0.10486363038358847;0.16516444182865847;0.8657981912295024;0.27159443895022073;0.12193327248096467;0.18855143661300341
29;0.886193729535178;0.2437686399552832;0.1095844076258513;0.16635691303435202;0.8977241714795431;0.23564761951565744;0.11390290210644403;0.1582899590333303
30;0.8973360229824588;0.2293795876483205;0.10320386160706088;0.1561079087099099;0.8638330638408661;0.2952472639580568;0.1402516819536686;0.19443404550353685
31;0.8885314306282899;0.23909487702045204;0.10694144714113588;0.16232334998633358;0.8797536412874858;0.26218838344017664;0.12423014814654985;0.17608091309666635
