epoch;dice_coeff;loss;my_bce_loss;my_dice_loss;val_dice_coeff;val_loss;val_my_bce_loss;val_my_dice_loss
0;0.283415723885738;1.520289844497111;0.6095905135775997;0.9799172522121445;0.3375439961751302;1.3141685644785563;0.4998064557711283;0.8862477203210195
1;0.41574782034173546;1.096543463928571;0.41756704560948604;0.7440694995935527;0.5400891674061616;1.1366664071877797;0.48340461403131485;0.7614072461922964
2;0.6172662580161669;0.7359839216554808;0.35585799352633013;0.43617453188075067;0.659957026441892;0.7504702150821686;0.320977861682574;0.5070951461791993
3;0.7034930408742912;0.5699531762431767;0.2743905482821445;0.3437783228411219;0.608346073826154;0.8251543293396632;0.4100682735443115;0.47891989499330523
4;0.7060012931151014;0.562289102567182;0.2695667091370618;0.34035100110833577;0.6827877859274546;0.6346599876880645;0.31091541722416877;0.3858966047565142
5;0.6990994158127496;0.5807890479000772;0.276088721029986;0.35037591373277405;0.6952721198399862;0.5809785231947899;0.28417739930252234;0.35438668777545296
6;0.7494192172877522;0.48087348383986606;0.22858650790705226;0.29754407438005154;0.6748296419779459;0.6526131103436152;0.3012262629965941;0.4099701503912608
7;0.7366733862651335;0.49317079955611487;0.2311437978289434;0.3079207874679961;0.6973682701587677;0.607614928483963;0.2588209003210068;0.40086223582426705
8;0.7654131650924683;0.4566226690636631;0.21791481167943647;0.28010827686282114;0.7219606270392736;0.5391974558432897;0.27787313933173813;0.31567467252413434
9;0.7163274478615567;0.5295845097031336;0.25718385339772554;0.3192953546512176;0.7012138202786445;0.6235544497768084;0.2927334571878115;0.38465568522612253
10;0.7553415372658567;0.46744383296531267;0.22237823476929883;0.2896469444407467;0.7110429336627324;0.5981330802043279;0.2780758385856946;0.39216885169347127
11;0.7933813387922232;0.4012218790430251;0.19230002894441123;0.25065868548832493;0.7376383523146312;0.5593149120608966;0.2768889476855596;0.34960327794154483
12;0.7722639268364649;0.43244795841300143;0.2113888527718817;0.2639575444192807;0.760690466562907;0.4695779999097188;0.2503816166271766;0.27280613308151563
13;0.792504892804316;0.3962173816821387;0.18953927859849454;0.24682764715178873;0.7761421889066696;0.43236750761667886;0.21295721617837746;0.2692332178354263
