epoch;dice_coeff;loss;val_dice_coeff;val_loss
0;0.34079051213186295;0.659209490799513;0.5547114670276642;0.4452885349591573
1;0.6064084489814571;0.3935915505299803;0.6828935225804647;0.3171064774195353
2;0.7825355891321526;0.21746441086784737;0.7486573060353597;0.2513426939646403
3;0.8168606943771487;0.18313930562285127;0.7688011129697164;0.2311988870302836
4;0.8414611962975048;0.15853880370249512;0.789284368356069;0.21071563164393106
5;0.8256382903114694;0.1743617096885306;0.7808257281780243;0.21917426983515423
6;0.8572121868368054;0.1427878131631945;0.7761279781659444;0.22387202183405558
7;0.8670876563572493;0.13291234364275073;0.8060490290323893;0.1939509709676107
8;0.8708432824885259;0.12915671751147412;0.7689708471298218;0.23102915287017822
9;0.8450820074706781;0.1549179925293219;0.803910768032074;0.19608923196792602
10;0.8721611402073844;0.12783885979261556;0.8006887316703797;0.19931126832962037
11;0.8751509170063206;0.12484908299367936;0.833856213092804;0.16614378690719606
12;0.8822334995035266;0.11776650049647347;0.7924378792444865;0.2075621207555135
13;0.8821049361932473;0.11789506380675269;0.7959975401560465;0.20400245984395346
14;0.8809841011391312;0.11901589886086886;0.7885155797004699;0.21148442029953002
15;0.879434663741315;0.120565336258685;0.7922078728675842;0.20779212713241577
16;0.8829815807889719;0.11701841921102805;0.8114643732706706;0.18853562672932941
17;0.8805518189414603;0.11944818105853972;0.7657297889391581;0.23427021106084187
18;0.8845610247283685;0.11543897527163147;0.7936824520428976;0.20631754795710247
19;0.8842368624249443;0.11576313757505573;0.8041146258513133;0.19588537216186525
20;0.8751309533588222;0.12486904664117782;0.7972455779711406;0.20275442202885946
21;0.8790927363223717;0.12090726367762832;0.7944084485371907;0.20559155146280925
22;0.8811271092930778;0.11887289070692218;0.81548646291097;0.18451353708902996
23;0.8810224894617424;0.11897751053825753;0.8144313295682272;0.18556867043177286
24;0.8817002519232328;0.11829974807676721;0.7959353009859721;0.2040646990140279
25;0.8816962750231634;0.11830372497683665;0.785723602771759;0.21427639722824096
26;0.8818497579605853;0.1181502420394147;0.8257038195927938;0.1742961804072062
27;0.8812414906064018;0.11875850939359821;0.7965570330619812;0.2034429669380188
28;0.8778123347485651;0.12218766525143483;0.8026496410369873;0.1973503589630127
29;0.8814213520190755;0.11857864798092452;0.8361178517341614;0.16388214826583863
30;0.8799949708532114;0.12000502914678855;0.7960086305936177;0.20399136940638224
31;0.8796753345942888;0.12032466540571118;0.7796515583992004;0.22034844160079955
32;0.883726851861985;0.116273148138015;0.7849539001782735;0.21504609982172648
33;0.8828068825065113;0.11719311749348875;0.7961362481117249;0.20386375188827516
34;0.8845023004735102;0.11549769952648976;0.7948703447977702;0.2051296552022298
35;0.8786356537068476;0.12136434629315236;0.8380961100260417;0.16190388997395833
36;0.8828649032311361;0.11713509676886387;0.7961607178052267;0.20383928219477335
37;0.8834758537714599;0.11652414622854014;0.7896106640497843;0.21038933595021567
38;0.881874044410518;0.11812595558948204;0.8008403698603312;0.19915963013966878
39;0.8818280716411403;0.1181719283588597;0.7918068329493205;0.20819316705067953
40;0.8854631547067986;0.11453684529320138;0.8008865118026733;0.19911348819732666
41;0.8796385858879715;0.12036141411202853;0.805108646551768;0.19489135344823202
42;0.8829117436878017;0.11708825631219832;0.800608217716217;0.19939178228378296
43;0.8833317570999021;0.11666824290009796;0.7896710634231567;0.21032893657684326
44;0.881693489238864;0.11830651076113591;0.8159820954004924;0.18401790459950765
45;0.8829907198421291;0.11700928015787093;0.7997876127560933;0.20021238724390666
46;0.8831427322059381;0.11685726779406189;0.8051882386207581;0.19481176137924194
47;0.8816744978310632;0.11832550216893681;0.7848478118578593;0.2151521881421407
48;0.885242157295102;0.11475784270489803;0.8004977305730184;0.1995022694269816
49;0.8809592684761423;0.11904073152385775;0.8186181465784709;0.18138185342152913
50;0.8837895002521452;0.11621049974785476;0.7759764631589253;0.22402353684107462
51;0.8800523339724932;0.11994766602750684;0.7955301841100056;0.2044698158899943
52;0.8792990788084561;0.12070092119154383;0.8068686286608379;0.1931313713391622
53;0.8857353632567359;0.11426463674326412;0.8218818783760071;0.17811812162399293
54;0.8813816367602739;0.11861836323972608;0.7952731013298034;0.20472689867019653
55;0.8804473974665658;0.11955260253343426;0.8095170577367147;0.19048294226328533
56;0.8816769269646191;0.11832307303538088;0.8304535508155823;0.16954644918441772
57;0.8843966800658429;0.11560331993415708;0.7961467027664184;0.20385329723358153
58;0.8799066836716699;0.12009331632833012;0.776621526479721;0.2233784755071004
59;0.8779862835759022;0.12201371642409778;0.8057077447573344;0.1942922552426656
60;0.8845005162426682;0.11549948375733173;0.7985429406166077;0.20145705938339234
61;0.8826398908114824;0.11736010918851758;0.7868450065453847;0.2131549914677938
62;0.8817993412252332;0.11820065877476676;0.8213059226671855;0.17869407733281453
63;0.8788167443431791;0.12118325565682082;0.7952204843362173;0.20477951367696126
64;0.8823172625948171;0.11768273740518288;0.8143765091896057;0.18562349081039428
65;0.881183255891331;0.11881674410866909;0.8054919560750325;0.19450804392496746
